support_order,source_point_index,x_true_mm,y_true_mm,z_true_mm,distance_to_wall_true_mm,current_true_near_wall_1p5,legacy_near_wall_tag,legacy_distance_to_wall_true_mm,pnpp_fps_center,pnpp_knn_membership_count
2389,841280,-3.4627370834350586,-20.11765480041504,100.06743621826172,1.5019537210464478,0,0,1.5019537210464478,0,1
2390,61598,-13.840166091918945,19.933761596679688,364.0707702636719,0.7584019899368286,1,0,192.51651000976562,0,2
2391,666456,20.128162384033203,-6.240041255950928,-74.3596420288086,2.6316356658935547,0,0,2.631635904312134,0,1
2392,649898,-13.357674598693848,-21.690654754638672,-23.779767990112305,2.392139196395874,0,0,2.392139196395874,0,1
2393,463600,10.212867736816406,-40.58711242675781,-85.09258270263672,1.8548647165298462,0,0,1.8548647165298462,0,1
2394,313125,1.6349458694458008,31.867176055908203,341.823974609375,1.0957781076431274,1,0,171.70822143554688,0,0
2395,317746,-0.12266074866056442,24.501667022705078,335.2796936035156,7.437884330749512,0,0,164.5160675048828,0,0
2396,38422,29.21783447265625,-26.770700454711914,-126.56236267089844,2.8515281677246094,0,0,2.8515281677246094,0,1
2397,53191,8.189430236816406,21.57691192626953,316.63525390625,2.405261993408203,0,0,145.42684936523438,0,0
2398,370192,-8.790069580078125,28.821081161499023,342.42047119140625,2.219454288482666,0,0,172.04713439941406,0,0
2399,630456,0.44329655170440674,-3.193253993988037,-6.550757884979248,11.713810920715332,0,0,11.713810920715332,0,0
2400,60818,-13.008319854736328,17.249469757080078,370.62432861328125,0.651900589466095,1,0,198.69415283203125,0,1
2401,518952,8.77552318572998,-6.8862080574035645,88.0790023803711,0.5976908206939697,1,1,0.5976908206939697,0,1
2402,948028,-103.04266357421875,18.29669761657715,-141.87759399414062,0.9996100068092346,1,0,60.824710845947266,0,1
2403,858942,2.335660934448242,-9.614404678344727,18.849876403808594,2.2859385013580322,0,0,2.2859385013580322,0,2
2404,965899,16.675207138061523,-87.3303451538086,-117.80626678466797,0.7710184454917908,1,0,19.002107620239258,0,1
2405,438927,-50.509857177734375,-29.3774356842041,-108.27286529541016,0.806368350982666,1,0,0.8063684105873108,0,0
2406,605802,-29.001497268676758,-9.83952522277832,-40.92038345336914,0.7949060797691345,1,0,0.7949060797691345,0,0
2407,885622,21.346607208251953,-28.932825088500977,-86.11410522460938,0.7302902340888977,1,0,0.7302902340888977,0,0
2408,893911,12.156356811523438,-59.99504089355469,-96.9067153930664,0.5693999528884888,1,1,0.569399893283844,0,1
2409,597254,8.452985763549805,-16.034759521484375,-69.77083587646484,6.457726955413818,0,0,6.457726955413818,0,1
2410,923074,21.339773178100586,-53.87345504760742,-117.40487670898438,0.6563010215759277,1,0,0.6563010215759277,0,0
2411,680265,13.385992050170898,-0.9622685313224792,-41.63008117675781,4.655966281890869,0,0,4.655966281890869,0,1
2412,918960,19.276046752929688,-46.99810791015625,-126.33830261230469,0.6467577815055847,1,0,0.6467577815055847,0,1
2413,697567,-39.11949920654297,-39.533180236816406,-58.515724182128906,4.3838725090026855,0,0,4.383872985839844,0,1
2414,146033,2.555767774581909,-7.404630661010742,191.53717041015625,2.9045934677124023,0,0,18.0427188873291,0,1
2415,877514,15.748174667358398,-29.562191009521484,-96.73180389404297,3.1001908779144287,0,0,3.1001908779144287,0,1
2416,890288,16.056068420410156,-21.283170700073242,-83.93913269042969,2.6816153526306152,0,0,2.6816153526306152,0,1
2417,590456,24.006336212158203,-18.760969161987305,-63.581504821777344,1.972249150276184,0,0,1.972249150276184,0,1
2418,401729,9.378287315368652,-4.839173316955566,-29.380380630493164,3.643679618835449,0,0,3.643679618835449,0,2
2419,363241,2.2425923347473145,14.59536075592041,358.3077392578125,4.083698272705078,0,0,186.0489044189453,0,1
2420,295464,0.5049048662185669,15.014752388000488,331.9057312011719,8.153115272521973,0,0,160.06727600097656,0,0
2421,353016,-5.869818687438965,8.726289749145508,348.3216552734375,0.8052684664726257,1,0,175.46646118164062,0,1
2422,390657,-11.424775123596191,7.73698616027832,301.82220458984375,0.6498088240623474,1,0,129.2375946044922,0,0
2423,160396,-11.677348136901855,6.63229513168335,217.155029296875,1.7092914581298828,0,0,45.07292556762695,0,2
2424,79563,9.911778450012207,18.11511993408203,359.85211181640625,0.7747730612754822,1,0,187.88507080078125,0,1
2425,883029,16.17940902709961,-25.815303802490234,-88.32000732421875,0.6074870824813843,1,1,0.6074870228767395,0,1
2426,694980,-37.07148742675781,-25.447071075439453,-63.3731575012207,1.0056278705596924,1,0,1.0056278705596924,0,1
2427,229714,-9.425196647644043,-5.948638916015625,183.2870635986328,1.5127116441726685,0,0,10.000134468078613,0,1
2428,506728,11.800403594970703,4.57427453994751,156.088623046875,1.3377939462661743,1,0,1.3377940654754639,1,1
2429,872068,25.896011352539062,-31.823923110961914,-97.20204162597656,2.2611334323883057,0,0,2.2611334323883057,0,1
2430,421371,-34.12775421142578,-33.1944580078125,-47.68257522583008,2.0484983921051025,0,0,2.0484983921051025,0,0
2431,183822,-3.9717280864715576,12.174798965454102,194.36349487304688,3.128389835357666,0,0,23.213939666748047,0,0
2432,675510,25.07917022705078,-4.339542388916016,-52.726905822753906,0.9421924352645874,1,0,0.9421924352645874,0,0
2433,585934,25.951576232910156,-17.55621910095215,-78.83875274658203,4.801000595092773,0,0,4.801000595092773,0,1
2434,839659,6.401514053344727,-15.725868225097656,102.16543579101562,1.6680920124053955,0,0,1.6680920124053955,0,0
2435,385401,-12.42379379272461,19.341062545776367,291.98822021484375,1.0158233642578125,1,0,120.87103271484375,0,1
2436,928160,17.974380493164062,-54.12057113647461,-111.8844985961914,0.7881218791007996,1,0,0.78812175989151,0,1
2437,9309,48.92572784423828,18.806961059570312,-124.82981872558594,0.6396891474723816,1,0,49.13127899169922,0,0
2438,285207,-10.53519344329834,14.398865699768066,232.4831085205078,1.0182058811187744,1,0,61.19029235839844,0,0
2439,242357,12.014939308166504,-1.8885704278945923,183.39688110351562,0.7158372402191162,1,0,10.306469917297363,0,0
2440,799213,10.933440208435059,-3.3523008823394775,112.35884094238281,1.0700459480285645,1,0,1.0700459480285645,0,1
2441,842436,-4.249645233154297,-16.12500762939453,102.26480865478516,4.882501125335693,0,0,4.882501125335693,0,1
2442,971882,-51.7386589050293,-82.56555938720703,-96.74417877197266,1.4753566980361938,1,0,1.4753568172454834,0,1
2443,294805,4.241456508636475,8.397405624389648,326.4975280761719,1.49099862575531,1,0,153.66798400878906,0,1
2444,611902,-20.552249908447266,-8.401922225952148,-29.91010856628418,1.9098377227783203,0,0,1.9098377227783203,0,1
2445,790023,-7.033523082733154,-2.4571759700775146,105.2641372680664,0.8505739569664001,1,0,0.8505737781524658,1,1
2446,852755,-12.315668106079102,6.590555667877197,20.626726150512695,1.4547288417816162,1,0,1.4547288417816162,0,0
2447,924439,17.505279541015625,-53.751895904541016,-123.25531005859375,0.6990802884101868,1,0,0.6990803480148315,0,0
2448,194866,11.468762397766113,1.769728660583496,210.59439086914062,0.9039514064788818,1,0,37.740535736083984,0,0
2449,494855,-12.120866775512695,4.0920915603637695,2.442999839782715,1.3147000074386597,1,0,1.3147000074386597,0,1
2450,411035,-4.159478187561035,-11.110068321228027,-25.25844383239746,0.6323656439781189,1,1,0.6323656439781189,0,0
2451,981044,-54.35944747924805,-94.75769805908203,-100.68309020996094,0.9766271114349365,1,0,12.102521896362305,0,2
2452,368235,-8.636218070983887,29.24003791809082,346.38287353515625,2.321993589401245,0,0,176.03155517578125,0,1
2453,786399,-5.757046222686768,17.04205322265625,30.6081600189209,2.442068338394165,0,0,2.442068338394165,0,1
2454,62575,-13.789578437805176,27.354473114013672,362.47705078125,0.8918792605400085,1,0,191.8194122314453,0,0
2455,601958,-39.56373977661133,-20.198169708251953,-35.404483795166016,1.1953744888305664,1,0,1.1953744888305664,0,1
2456,319360,8.83674144744873,26.776573181152344,349.9367370605469,1.1914154291152954,1,0,179.08641052246094,0,1
2457,762502,-75.39820098876953,-7.88853645324707,-119.83870697021484,1.0674595832824707,1,0,16.855131149291992,0,1
2458,822733,-2.5854086875915527,-14.663241386413574,138.2976531982422,2.2057695388793945,0,0,2.2057695388793945,0,2
2459,488973,-6.335838794708252,5.7844648361206055,20.379182815551758,7.087273120880127,0,0,7.087273120880127,0,0
2460,242006,11.37778091430664,-3.551354169845581,181.2133026123047,0.9447797536849976,1,0,7.961761474609375,0,0
2461,140874,-4.126264572143555,25.08440589904785,322.3677978515625,5.801827430725098,0,0,151.7446746826172,0,1
2462,493988,-8.009350776672363,8.815985679626465,-2.40936017036438,1.3134673833847046,1,0,1.3134673833847046,0,2
2463,848584,-6.449484348297119,-20.509334564208984,86.77018737792969,1.6334364414215088,0,0,1.6334364414215088,0,0
2464,893210,21.182636260986328,-59.97615432739258,-99.12504577636719,0.6326565146446228,1,1,0.6326565146446228,0,1
2465,938855,-91.32779693603516,6.640690326690674,-131.8683319091797,0.7340843081474304,1,0,41.511810302734375,0,1
2466,652264,-18.503124237060547,-6.1539201736450195,-21.56484603881836,2.2674198150634766,0,0,2.2674198150634766,0,1
2467,108321,2.7419748306274414,15.908578872680664,261.6319580078125,6.156125545501709,0,0,90.3896713256836,0,0
2468,970695,28.290559768676758,-74.54456329345703,-113.5110855102539,0.6225563883781433,1,0,1.2507671117782593,0,0
2469,882489,27.698694229125977,-25.466243743896484,-85.83638000488281,2.9129695892333984,0,0,2.9129695892333984,0,1
2470,173825,6.6633620262146,7.461214065551758,178.204833984375,3.122215747833252,0,0,7.022366046905518,0,1
2471,316009,0.8859969973564148,31.543434143066406,335.3416748046875,1.0516743659973145,1,0,165.24078369140625,0,0
2472,855668,-10.727679252624512,2.431950807571411,24.652864456176758,3.6450047492980957,0,0,3.6450047492980957,0,1
2473,116750,-6.087038516998291,18.326637268066406,258.94891357421875,3.73593807220459,0,0,87.9637222290039,0,1
2474,393839,-3.7531299591064453,3.665506601333618,300.46649169921875,1.489994764328003,1,0,127.33905029296875,0,1
2475,875059,30.665403366088867,-25.750316619873047,-86.37590789794922,0.673127293586731,1,0,0.673127293586731,0,1
2476,788585,2.444409132003784,-2.1691153049468994,96.0571060180664,1.0530909299850464,1,0,1.0530908107757568,0,1
2477,749874,-54.535667419433594,-27.677560806274414,-109.15484619140625,0.6356844305992126,1,1,0.6356843709945679,0,1
2478,223013,10.841585159301758,3.54215145111084,228.97012329101562,1.2325578927993774,1,0,56.20730209350586,0,1
2479,912203,28.45777702331543,-36.144229888916016,-125.76325988769531,0.6612474918365479,1,0,0.6612474918365479,0,1
2480,46280,-6.093751907348633,27.635648727416992,316.9438171386719,2.151869773864746,0,0,146.58860778808594,0,1
2481,972539,-2.3782713413238525,-111.76866912841797,-123.65045166015625,0.6322451829910278,1,0,50.47814178466797,0,1
2482,885948,20.163530349731445,-19.095685958862305,-88.81497192382812,2.5346522331237793,0,0,2.5346522331237793,0,0
2483,581623,28.076915740966797,-25.019380569458008,-74.30767822265625,0.8140669465065002,1,0,0.8140668869018555,0,1
2484,441282,-44.44550704956055,-32.152549743652344,-100.16490173339844,0.6237456798553467,1,1,0.6237456798553467,0,1
2485,460106,22.915668487548828,-40.14836883544922,-81.04060363769531,0.8286036252975464,1,0,0.8286035656929016,0,1
2486,570898,-11.001717567443848,4.494141578674316,74.49712371826172,4.296607494354248,0,0,4.296607494354248,0,1
2487,904719,21.056888580322266,-49.75120544433594,-104.37065124511719,0.6734004616737366,1,0,0.6734004616737366,0,1
2488,777093,1.3897571563720703,14.03941822052002,53.72486877441406,5.450070381164551,0,0,5.450070381164551,0,1
2489,989945,-62.69754409790039,-122.02330780029297,-105.07040405273438,1.0786874294281006,1,0,40.91204833984375,0,1
2490,608333,-27.44916343688965,-11.50917911529541,-34.40557861328125,3.259469985961914,0,0,3.259469985961914,0,0
2491,829351,-2.9558284282684326,-18.793039321899414,121.47186279296875,1.006516456604004,1,0,1.006516456604004,0,1
2492,491249,10.611923217773438,16.08675193786621,5.788753032684326,1.5433439016342163,0,0,1.5433439016342163,0,1
2493,804012,-6.48859977722168,0.9136015772819519,123.97514343261719,2.50296950340271,0,0,2.50296950340271,0,1
2494,239570,9.645051956176758,-4.740403175354004,176.64430236816406,2.071868419647217,0,0,3.8411710262298584,0,1
2495,556392,-7.848275661468506,-16.00081443786621,-37.70988082885742,1.0723767280578613,1,0,1.0723767280578613,0,1
2496,340413,9.408275604248047,17.083646774291992,283.00103759765625,1.7597788572311401,0,0,111.48099517822266,0,1
2497,606067,-26.550735473632812,-7.11190128326416,-27.692529678344727,0.9814865589141846,1,0,0.9814865589141846,0,1
2498,518037,4.162178993225098,-3.6874523162841797,172.67083740234375,7.347597122192383,0,0,7.347597122192383,0,1
2499,42201,-5.836509704589844,29.296371459960938,312.4625549316406,0.8157510161399841,1,0,142.321533203125,0,2
2500,781785,-0.10373444855213165,5.326866626739502,40.426231384277344,11.981087684631348,0,0,11.981087684631348,1,1
2501,943272,-91.89191436767578,14.7490873336792,-135.1947479248047,0.6611133813858032,1,0,48.380523681640625,0,0
2502,682683,22.086807250976562,-5.325994968414307,-40.18315124511719,1.0325372219085693,1,0,1.0325372219085693,0,1
2503,448365,-43.04262924194336,-38.81888198852539,-97.34253692626953,1.9596905708312988,0,0,1.9596905708312988,0,0
2504,176136,8.137206077575684,8.90490436553955,184.59146118164062,1.6778550148010254,0,0,12.896177291870117,0,1
2505,950129,-104.73417663574219,23.811824798583984,-143.10708618164062,1.1332823038101196,1,0,65.812744140625,0,1
2506,515681,-5.566931247711182,8.902918815612793,169.1177520751953,2.255992889404297,0,0,2.255992889404297,0,1
2507,877606,25.72368049621582,-31.509990692138672,-86.8744888305664,0.7494407892227173,1,0,0.7494407892227173,0,0
2508,416769,-32.022708892822266,-23.03739356994629,-40.074607849121094,5.961268901824951,0,0,5.961268901824951,0,0
2509,12416,49.47750473022461,17.324596405029297,-125.87767028808594,1.6604909896850586,0,0,48.08618927001953,0,0
2510,720281,-37.907779693603516,-49.46864700317383,-71.90950012207031,0.6230912208557129,1,1,0.6230912208557129,0,1
2511,438817,-50.03622817993164,-29.09193992614746,-108.5428695678711,0.6186028718948364,1,1,0.6186029314994812,0,0
2512,684899,-34.472084045410156,-47.2985954284668,-70.23613739013672,0.8299362659454346,1,0,0.8299362659454346,0,1
2513,354981,-12.027131080627441,13.390775680541992,345.46759033203125,0.7335764765739441,1,0,173.24871826171875,0,0
2514,715151,-43.28781509399414,-38.309024810791016,-79.81170654296875,0.669323742389679,1,0,0.6693238019943237,0,1
2515,590563,25.310598373413086,-13.166646957397461,-64.11078643798828,1.9493552446365356,0,0,1.9493552446365356,0,1
2516,568785,-9.432412147521973,-11.506237983703613,64.83718872070312,4.645277500152588,0,0,4.645277500152588,0,2
2517,108971,7.7711896896362305,17.64674186706543,252.4447021484375,1.2369236946105957,1,0,81.2193832397461,0,0
2518,236038,4.873605728149414,-6.467798709869385,180.09803771972656,3.931332588195801,0,0,7.630101203918457,0,0
2519,111169,-1.1403312683105469,22.7086124420166,254.1496124267578,0.8659438490867615,1,0,83.59778594970703,0,0
2520,261691,1.93703293800354,2.873220682144165,252.70130920410156,5.600112438201904,0,0,79.95548248291016,0,0
2521,433044,-42.259620666503906,-19.5178279876709,-54.037986755371094,1.5915583372116089,0,0,1.5915584564208984,0,0
2522,58118,9.981742858886719,13.40868854522705,313.3232727050781,1.2420011758804321,1,0,141.13140869140625,0,1
2523,975837,2.65472149848938,-103.7379150390625,-122.190185546875,0.6879600286483765,1,0,41.0178337097168,0,2
2524,247592,6.928915023803711,-9.646105766296387,171.49832153320312,1.3269016742706299,1,0,1.3269017934799194,0,1
2525,616753,-16.507349014282227,-15.524104118347168,-24.616703033447266,7.068159580230713,0,0,7.068159580230713,0,1
2526,552130,1.3300189971923828,-22.360567092895508,-32.80649185180664,1.9950942993164062,0,0,1.9950942993164062,0,1
2527,440036,-48.92644119262695,-33.1063117980957,-106.97122192382812,0.8669334053993225,1,0,0.8669334053993225,0,0
2528,654620,-7.794825553894043,-15.616373062133789,-15.124330520629883,0.4778226613998413,1,1,0.4778226912021637,0,1
2529,262841,1.5349041223526,-2.7455813884735107,252.6871337890625,0.6941781640052795,1,0,79.08113098144531,0,1
2530,915405,26.650991439819336,-34.722679138183594,-123.37125396728516,0.9476245641708374,1,0,0.9476245641708374,0,1
2531,430289,-44.08427047729492,-21.878461837768555,-42.49447250366211,1.293402075767517,1,0,1.293402075767517,0,0
2532,664658,20.269485473632812,-6.616396903991699,-79.11033630371094,0.8545408248901367,1,0,0.8545408248901367,0,0
2533,704877,-28.78794288635254,-29.296302795410156,-52.88900375366211,2.3075404167175293,0,0,2.3075404167175293,0,1
2534,87308,11.010129928588867,7.258482933044434,274.38238525390625,0.49558383226394653,1,0,101.72261047363281,0,0
2535,74473,7.830109119415283,15.893097877502441,363.4992370605469,1.2516634464263916,1,0,191.2622833251953,0,1
2536,160771,-5.085070610046387,2.2712953090667725,216.37374877929688,7.481488227844238,0,0,44.32634735107422,0,0
2537,491128,-8.495198249816895,9.589215278625488,12.82192611694336,2.2953622341156006,0,0,2.2953622341156006,0,1
2538,765587,-82.02298736572266,-2.445240020751953,-124.27042388916016,0.665418267250061,1,0,26.45379066467285,0,0
2539,704020,-42.19379425048828,-21.726728439331055,-61.04756546020508,1.080518364906311,1,0,1.0805184841156006,0,1
2540,137934,-10.411324501037598,22.30992317199707,301.3730163574219,1.8211950063705444,0,0,130.53102111816406,0,0
2541,794237,-0.7596359848976135,-3.0627479553222656,110.47145080566406,2.898876190185547,0,0,2.898876190185547,0,1
2542,509061,13.501847267150879,-1.403944730758667,157.6322479248047,0.8320998549461365,1,0,0.8320995569229126,0,1
2543,495872,-6.813665390014648,6.712530136108398,-1.9244768619537354,3.5161807537078857,0,0,3.5161807537078857,0,1
2544,546699,-3.38313364982605,-19.632675170898438,-63.56003952026367,1.2868248224258423,1,0,1.2868248224258423,0,1
2545,887885,23.77206039428711,-27.024030685424805,-83.05389404296875,2.7058465480804443,0,0,2.7058465480804443,0,0
2546,781652,2.360307455062866,20.7073917388916,34.69560241699219,0.9575490355491638,1,0,0.9575490355491638,0,1
2547,919329,18.79420280456543,-44.48521041870117,-124.35809326171875,0.6893197298049927,1,0,0.6893196702003479,1,1
2548,622628,-3.8901615142822266,-11.978657722473145,-25.855419158935547,0.9244027137756348,1,0,0.92440265417099,0,0
2549,557381,1.8341749906539917,-13.888182640075684,-27.202184677124023,3.8352818489074707,0,0,3.8352818489074707,0,1
2550,608126,-22.395071029663086,-26.881689071655273,-32.661128997802734,0.9869807958602905,1,0,0.9869807362556458,0,1
2551,742139,-29.6636905670166,-57.698787689208984,-88.73676300048828,1.0572750568389893,1,0,1.0572750568389893,0,1
2552,539511,10.16300106048584,-28.11733627319336,-63.02986145019531,1.4282244443893433,1,0,1.4282244443893433,0,1
2553,757198,-64.09381103515625,-13.84388542175293,-112.33785247802734,1.3055131435394287,1,0,2.716902256011963,0,0
2554,240582,8.850592613220215,-4.5244317054748535,187.05819702148438,2.0656542778015137,0,0,13.793965339660645,0,1
2555,895712,14.5967435836792,-55.54789352416992,-97.79376220703125,0.6529975533485413,1,0,0.6529975533485413,0,1
2556,395804,6.769768238067627,2.9636497497558594,-34.13372802734375,1.149403691291809,1,0,1.149403691291809,0,1
2557,186029,12.019186973571777,0.13290716707706451,184.75335693359375,0.8943842053413391,1,0,11.89297866821289,0,0
2558,54583,-4.5285964012146,30.52106285095215,327.64825439453125,1.4440958499908447,1,0,157.53549194335938,0,1
2559,658165,-9.209341049194336,-6.564383029937744,-12.077437400817871,3.945507764816284,0,0,3.945507764816284,0,1
2560,639383,0.7927724123001099,13.350298881530762,-4.52912712097168,2.443495512008667,0,0,2.443495512008667,0,1
2561,683512,14.580527305603027,-4.618875026702881,-34.323875427246094,2.9231133460998535,0,0,2.9231133460998535,0,0
2562,552577,-6.393523216247559,-5.836258888244629,-40.977352142333984,3.2989649772644043,0,0,3.2989649772644043,0,1
2563,301997,-7.8559465408325195,11.064077377319336,343.2604675292969,2.102574586868286,0,0,170.75001525878906,0,1
2564,579117,-16.697948455810547,-13.736800193786621,92.62432098388672,0.9775353074073792,1,0,0.9775353074073792,0,1
2565,358345,-14.218137741088867,21.100784301757812,340.93853759765625,0.9747256636619568,1,0,169.6938018798828,0,1
2566,336219,-5.187931537628174,25.192338943481445,277.0517578125,0.6365954279899597,1,0,106.66861724853516,0,0
2567,386898,-9.198952674865723,15.836673736572266,291.0464782714844,4.698838710784912,0,0,119.57466125488281,0,1
2568,96062,-4.321181774139404,4.114383697509766,281.0562744140625,3.8893961906433105,0,0,108.18807220458984,0,0
2569,662060,-10.533483505249023,-2.9012577533721924,-2.126666784286499,1.9262046813964844,0,0,1.926204800605774,0,1
2570,28724,40.120521545410156,-11.591550827026367,-126.13825225830078,0.6003548502922058,1,0,17.9462947845459,0,1
2571,731394,-42.64784622192383,-65.88948822021484,-100.6556625366211,0.632594645023346,1,1,0.632594645023346,0,1
2572,334022,10.44490909576416,18.4829158782959,280.5309143066406,0.5651875734329224,1,0,109.17288208007812,0,0
2573,569002,-15.574457168579102,4.034332275390625,78.03495788574219,1.084029197692871,1,0,1.084029197692871,0,1
2574,886232,28.38747787475586,-15.157732009887695,-83.99193572998047,1.0478687286376953,1,0,1.0478687286376953,0,1
2575,419411,-30.73234748840332,-30.785348892211914,-43.33317947387695,0.7936123609542847,1,0,0.7936124205589294,0,0
2576,644790,-18.2242431640625,-25.58417320251465,-21.322500228881836,1.0854815244674683,1,0,1.0854815244674683,0,1
2577,696877,-37.197757720947266,-27.3754825592041,-63.650917053222656,1.6504135131835938,0,0,1.6504136323928833,0,1
2578,655887,-2.2331602573394775,-15.68211555480957,-16.941024780273438,0.6661514639854431,1,0,0.6661514639854431,0,1
2579,739700,-30.265283584594727,-53.95763397216797,-89.59888458251953,0.6243754625320435,1,1,0.6243754625320435,0,1
2580,420417,-31.170772552490234,-13.831269264221191,-41.718196868896484,4.196983814239502,0,0,4.196983814239502,0,1
2581,249024,-9.78730583190918,1.3000315427780151,234.0665283203125,2.0891170501708984,0,0,61.21989059448242,0,1
2582,793699,2.865266799926758,-2.945509910583496,106.26536560058594,1.8141546249389648,0,0,1.8141546249389648,0,0
2583,330358,9.237174034118652,17.64747428894043,357.2441711425781,1.2763442993164062,1,0,185.24838256835938,0,1
2584,896771,11.959311485290527,-54.930843353271484,-98.0742416381836,0.6370394825935364,1,1,0.6370394825935364,0,1
2585,887177,23.0877628326416,-16.046676635742188,-87.08622741699219,2.331554889678955,0,0,2.331554889678955,0,1
2586,817219,0.35315075516700745,-9.904876708984375,140.21742248535156,6.991306781768799,0,0,6.991306781768799,0,2
2587,316966,-1.3289105892181396,28.688518524169922,337.1966247558594,4.471538066864014,0,0,166.8193359375,0,0
2588,118193,8.301016807556152,1.6365795135498047,254.5206298828125,0.953270673751831,1,0,81.36295318603516,0,0
2589,656010,-12.342597961425781,-8.221643447875977,-11.802478790283203,1.5819706916809082,0,0,1.5819706916809082,0,1
2590,413610,-4.746606826782227,-8.488779067993164,-21.903474807739258,1.010399580001831,1,0,1.010399580001831,0,0
2591,951089,-103.57386779785156,21.685344696044922,-147.12852478027344,0.5790877938270569,1,0,65.78903198242188,0,1
2592,144855,3.203749656677246,-9.462909698486328,190.62916564941406,1.2074352502822876,1,0,16.674711227416992,0,1
2593,868592,11.965721130371094,-1.9044309854507446,36.2862434387207,1.5169285535812378,0,0,1.5169285535812378,0,1
2594,596969,21.65786361694336,-16.44572639465332,-57.3673210144043,4.151178359985352,0,0,4.151178359985352,0,1
2595,690933,-33.56890106201172,-35.5516357421875,-64.39110565185547,1.1441266536712646,1,0,1.1441266536712646,0,0
2596,228308,-10.398714065551758,-6.59913444519043,183.35675048828125,0.76304692029953,1,0,9.915342330932617,0,1
2597,38432,28.068119049072266,-27.523710250854492,-129.24969482421875,0.5763052701950073,1,1,0.5763053297996521,0,1
2598,130633,7.225653648376465,16.78293228149414,298.34722900390625,4.058995246887207,0,0,126.75518798828125,0,1
2599,274584,10.109827041625977,10.47079086303711,235.52978515625,1.7981865406036377,0,0,63.565311431884766,0,0
2600,264643,-1.318892240524292,-2.1561200618743896,255.04977416992188,1.2850185632705688,1,0,81.53132629394531,0,1
2601,460200,19.551990509033203,-44.2432861328125,-81.28450012207031,0.7359746098518372,1,0,0.7359746694564819,0,1
2602,498018,4.194824695587158,11.640694618225098,173.8292694091797,0.769060492515564,1,0,2.55824613571167,0,1
2603,824149,1.1077053546905518,-14.066353797912598,160.9382781982422,0.8657307028770447,1,0,0.8657305240631104,0,1
2604,331294,-0.2665533423423767,8.10951042175293,345.7317199707031,0.7870992422103882,1,0,172.7680206298828,0,1
2605,860509,-11.069035530090332,-2.712130546569824,33.844520568847656,3.562469482421875,0,0,3.562469720840454,0,2
2606,365202,-5.507019519805908,11.705801963806152,362.0115661621094,1.8423975706100464,0,0,189.41741943359375,0,2
2607,674241,22.551910400390625,-5.899034023284912,-55.156715393066406,3.0558526515960693,0,0,3.0558526515960693,0,0
2608,553707,-4.823257923126221,-5.4205322265625,-54.93268966674805,2.170163631439209,0,0,2.170163631439209,0,1
2609,664092,14.51138687133789,-8.680671691894531,-76.87979125976562,2.1485822200775146,0,0,2.1485822200775146,0,1
2610,305254,-11.950801849365234,19.782928466796875,330.4013977050781,2.4535160064697266,0,0,159.0699462890625,0,1
2611,291713,7.563442230224609,15.122021675109863,335.14495849609375,2.8974270820617676,0,0,163.04580688476562,0,1
2612,570510,-15.613066673278809,0.5529487729072571,79.18701171875,1.93921959400177,0,0,1.93921959400177,0,1
2613,682316,19.141773223876953,-0.10989940911531448,-39.76324462890625,0.8634002804756165,1,0,0.8634002804756165,0,1
2614,305570,-8.129175186157227,10.17635726928711,325.0331726074219,2.684925079345703,0,0,152.5627899169922,0,0
2615,170526,10.680005073547363,7.393157005310059,179.26763916015625,0.8229931592941284,1,0,7.317148685455322,0,1
2616,743937,-31.049436569213867,-54.249210357666016,-87.72650909423828,1.4102075099945068,1,0,1.4102075099945068,0,1
2617,634548,13.559003829956055,-6.4724812507629395,-11.943443298339844,0.5310204029083252,1,1,0.5310204029083252,0,1
2618,431432,-42.8876838684082,-15.210458755493164,-44.16082000732422,1.0772472620010376,1,0,1.0772472620010376,0,1
2619,829224,4.165460109710693,-17.569618225097656,116.77303314208984,1.5728681087493896,0,0,1.5728678703308105,0,1
2620,788109,-10.283645629882812,-1.8078415393829346,98.9043960571289,0.7858818173408508,1,0,0.7858818173408508,0,2
2621,663280,-7.427130222320557,-6.504032611846924,-1.1753716468811035,3.8604259490966797,0,0,3.8604259490966797,0,1
2622,284362,-5.9141926765441895,16.590404510498047,227.66485595703125,2.0940475463867188,0,0,56.652225494384766,0,1
2623,213556,-3.621377468109131,-6.389294624328613,226.2292022705078,0.6566272974014282,1,0,52.42678451538086,0,0
2624,805359,12.986143112182617,-3.4718165397644043,122.60279083251953,1.3066775798797607,1,0,1.3066776990890503,0,1
2625,172747,-11.972453117370605,5.491884231567383,183.7635498046875,0.8044106364250183,1,0,11.782580375671387,0,1
2626,378856,-10.575855255126953,5.474837779998779,277.52557373046875,1.341012716293335,1,0,104.84327697753906,0,1
2627,563049,-18.37240982055664,-3.888245105743408,67.5027084350586,0.9491933584213257,1,0,0.9491933584213257,0,1
2628,264364,-11.185349464416504,3.3051493167877197,264.1298828125,0.5213881134986877,1,0,91.28486633300781,0,0
2629,988205,-62.5185661315918,-119.32766723632812,-102.767822265625,0.642014741897583,1,0,37.898738861083984,0,1
2630,834128,8.790278434753418,-9.709235191345215,109.8322525024414,3.0432918071746826,0,0,3.0432918071746826,0,1
2631,198990,9.418127059936523,3.5065701007843018,213.85159301757812,2.8435652256011963,0,0,41.289154052734375,0,1
